,value,lat,long
2017-01-21,0.0,7.375149,49.089157
2017-01-21,19.56,14.713545000000002,52.019543
2017-01-21,-493.16084,14.581793,52.342890999999995
2017-01-22,9.983880000000001,9.707071000000001,51.228388
2017-01-22,27.223679999999995,6.628553,51.938339
2017-01-22,-20.36,6.804434,52.208448
2017-01-22,2.0069999999999997,9.0095,47.629306
2017-01-22,-7.5200000000000005,8.165664,47.629306
2017-01-22,0.0,9.487368,54.769801
2017-01-22,-1.4062000000000001,8.740771,54.769801
2017-01-22,154.52,12.299951,50.00156
2017-01-22,-168.63212,12.783043,49.290202
2017-01-22,541.68,6.408965,49.604481
2017-01-22,-5.76,6.233296,49.945034
2017-01-22,0.0,13.525799,55.072864
2017-01-22,-615.0,13.130464000000002,55.098016
2017-01-22,6.744079999999999,13.041866,47.954065
2017-01-22,-533.64608,12.206069,47.599681
2017-01-22,3.75604,7.946076,48.684614
2017-01-22,0.0,7.375149,49.089157
2017-01-22,8.0,14.713545000000002,52.019543
2017-01-22,-596.76616,14.581793,52.342890999999995
2017-01-23,6.30832,9.707071000000001,51.228388
2017-01-23,235.92419999999998,6.628553,51.938339
2017-01-23,-170.13291999999998,6.804434,52.208448
2017-01-23,1.9713599999999996,9.0095,47.629306
2017-01-23,-209.38412000000002,8.165664,47.629306
2017-01-23,0.0,9.487368,54.769801
2017-01-23,-421.06039999999996,8.740771,54.769801
2017-01-23,507.05588,12.299951,50.00156
2017-01-23,-241.86568000000003,12.783043,49.290202
2017-01-23,638.32,6.408965,49.604481
2017-01-23,-9.88,6.233296,49.945034
2017-01-23,0.0,13.525799,55.072864
2017-01-23,-615.0,13.130464000000002,55.098016
2017-01-23,6.60428,13.041866,47.954065
2017-01-23,-107.76968000000002,12.206069,47.599681
2017-01-23,196.97323999999998,7.946076,48.684614
2017-01-23,-134.21264,7.375149,49.089157
2017-01-23,0.0,14.713545000000002,52.019543
2017-01-23,-383.3224,14.581793,52.342890999999995
2017-01-24,4.34884,9.707071000000001,51.228388
2017-01-24,121.88,6.628553,51.938339
2017-01-24,-326.3066,6.804434,52.208448
2017-01-24,2.0198799999999997,9.0095,47.629306
2017-01-24,-244.11999999999998,8.165664,47.629306
2017-01-24,0.0,9.487368,54.769801
2017-01-24,-296.26640000000003,8.740771,54.769801
2017-01-24,503.64340000000004,12.299951,50.00156
2017-01-24,-130.08751999999998,12.783043,49.290202
2017-01-24,658.92,6.408965,49.604481
2017-01-24,-4.4799999999999995,6.233296,49.945034
2017-01-24,0.0,13.525799,55.072864
2017-01-24,-615.0,13.130464000000002,55.098016
2017-01-24,6.594119999999999,13.041866,47.954065
2017-01-24,-321.56772,12.206069,47.599681
2017-01-24,476.4732400000001,7.946076,48.684614
2017-01-24,-37.74924,7.375149,49.089157
2017-01-24,0.0,14.713545000000002,52.019543
2017-01-24,-393.32000000000005,14.581793,52.342890999999995
2017-01-25,5.28125,9.707071000000001,51.228388
2017-01-25,43.2,6.628553,51.938339
2017-01-25,-494.73695,6.804434,52.208448
2017-01-25,1.9850500000000002,9.0095,47.629306
2017-01-25,-406.1,8.165664,47.629306
2017-01-25,0.0,9.487368,54.769801
2017-01-25,-498.25275,8.740771,54.769801
2017-01-25,483.7,12.299951,50.00156
2017-01-25,-475.45885000000004,12.783043,49.290202
2017-01-25,673.35,6.408965,49.604481
2017-01-25,-14.05,6.233296,49.945034
2017-01-25,0.0,13.525799,55.072864
2017-01-25,-615.0,13.130464000000002,55.098016
2017-01-25,7.28635,13.041866,47.954065
2017-01-25,-200.6735,12.206069,47.599681
2017-01-25,546.8,7.946076,48.684614
2017-01-25,-148.92255,7.375149,49.089157
2017-01-25,0.0,14.713545000000002,52.019543
2017-01-25,-292.0,14.581793,52.342890999999995
2017-01-26,7.96704,9.707071000000001,51.228388
2017-01-26,309.84,6.628553,51.938339
2017-01-26,-101.64000000000001,6.804434,52.208448
2017-01-26,1.6882000000000001,9.0095,47.629306
2017-01-26,-1.33324,8.165664,47.629306
2017-01-26,55.8,9.487368,54.769801
2017-01-26,-616.6,8.740771,54.769801
2017-01-26,531.3199999999999,12.299951,50.00156
2017-01-26,-470.42148,12.783043,49.290202
2017-01-26,638.48,6.408965,49.604481
2017-01-26,-23.160000000000004,6.233296,49.945034
2017-01-26,0.0,13.525799,55.072864
